query,answer,rec_api,rank,original_rank
"Given a string in Java, just take the first X letters",['java.lang.String.substring'],"['java.lang.Integer.parseInt', 'java.lang.String.substring', 'java.lang.String.split', 'java.lang.Character.toLowerCase', 'java.lang.Character.toString', 'java.lang.String.replaceAll', 'java.lang.Long.parseLong', 'java.lang.String.toCharArray', 'java.lang.String.lastIndexOf', 'java.lang.String.valueOf']",2,4
How to split a String into a Stream of Strings,"['java.lang.String.split', 'java.util.Arrays.stream', 'java.util.stream.Stream.of']","['java.lang.String.split', 'java.util.Arrays.stream', 'java.lang.String.contains', 'java.lang.String.toCharArray', 'java.lang.String.replaceAll', 'java.util.regex.Pattern.splitAsStream', 'java.util.regex.Pattern.split', 'java.util.regex.Pattern.quote', 'java.lang.String.matches', 'java.lang.String.valueOf']",1,4
Preferred Java way to ping an HTTP URL for availability,"['java.net.InetAddress.isReachable', 'java.net.HttpURLConnection.setRequestMethod']","['java.net.URL.openConnection', 'java.net.URLStreamHandler.openConnection', 'java.net.InetAddress.isReachable', 'javax.xml.ws.Service.getPort', 'java.net.Authenticator.setDefault', 'java.rmi.registry.LocateRegistry.createRegistry', 'java.net.URLConnection.connect', 'java.net.URLEncoder.encode', 'javax.imageio.ImageIO.read', 'javax.crypto.Cipher.init']",3,3
JFileChooser change default directory in Windows,['javax.swing.JFileChooser.setCurrentDirectory'],"['javax.swing.JFileChooser.setFileSelectionMode', 'javax.swing.JFileChooser.getCurrentDirectory', 'javax.swing.JFileChooser.setControlButtonsAreShown', 'javax.swing.UIManager.getDefaults', 'javax.swing.JFileChooser.getSelectedFile', 'java.io.File.list', 'java.nio.file.Files.newDirectoryStream', 'javax.swing.SwingUtilities.getWindowAncestor', 'javax.swing.UIManager.put', 'javax.swing.UIManager.getLookAndFeelDefaults']",-1,9
How can I remove a substring from a given String,['java.lang.String.replace'],"['java.lang.String.replace', 'java.lang.String.replaceAll', 'java.lang.String.startsWith', 'java.lang.StringBuilder.deleteCharAt', 'java.util.regex.Pattern.quote', 'java.lang.String.indexOf', 'java.lang.String.split', 'java.lang.String.contains', 'java.lang.String.lastIndexOf', 'java.lang.String.matches']",1,4
How can I check if an InputStream is empty without reading from it,['java.io.InputStream.available'],"['javax.imageio.ImageIO.read', 'javax.sound.sampled.AudioSystem.getAudioInputStream', 'java.io.BufferedReader.read', 'java.util.stream.Stream.empty', 'javax.imageio.ImageIO.createImageInputStream', 'java.io.InputStream.close', 'java.nio.file.Files.lines', 'java.io.PipedOutputStream.write', 'java.io.PipedInputStream.receive', 'java.util.Collections.disjoint']",-1,9
In java how to get substring from a string till a character c,"['java.lang.String.indexOf', 'java.lang.String.substring']","['java.lang.String.indexOf', 'java.lang.String.substring', 'java.lang.String.replaceAll', 'java.lang.String.charAt', 'java.lang.Integer.parseInt', 'java.lang.String.toCharArray', 'java.lang.Character.getNumericValue', 'java.lang.String.split', 'java.lang.Byte.parseByte', 'java.lang.Short.parseShort']",1,1
Replace part of a string between indexes in Java,['java.lang.String.substring'],"['java.lang.String.replaceAll', 'java.lang.String.replace', 'java.lang.String.indexOf', 'java.lang.String.replaceFirst', 'java.lang.String.valueOf', 'java.lang.String.toCharArray', 'java.util.regex.Matcher.appendReplacement', 'java.util.regex.Matcher.replaceAll', 'java.util.regex.Matcher.appendTail', 'java.util.regex.Matcher.quoteReplacement']",-1,7
Java negative indexOf (counting from the end [length()] ),"['java.lang.String.indexOf', 'java.lang.String.lastIndexOf']","['java.lang.Integer.parseInt', 'java.lang.String.valueOf', 'java.lang.String.indexOf', 'java.lang.Long.parseLong', 'java.lang.Math.pow', 'java.lang.String.split', 'java.lang.String.length', 'java.lang.Math.log', 'java.lang.StringBuilder.delete', 'java.util.Collection.toArray']",3,2
Set System Property for JUnit Runner (Eclipse) to test a Spring Web App,['java.lang.System.setProperty'],"['java.lang.System.getProperty', 'java.lang.ClassLoader.getSystemResourceAsStream', 'java.util.Locale.setDefault', 'java.lang.Class.getResourceAsStream', 'java.lang.System.exit', 'java.sql.Connection.close', 'java.io.BufferedReader.readLine', 'null', 'null', 'null']",-1,9
Waiting on a condition in a reentrant lock,['java.util.concurrent.locks.Condition.await'],"['java.util.concurrent.locks.ReentrantLock.newCondition', 'java.util.concurrent.locks.Condition.await', 'java.util.concurrent.locks.ReentrantLock.lock', 'java.util.concurrent.locks.ReentrantReadWriteLock.WriteLock.lock', 'java.util.concurrent.locks.Condition.signalAll', 'java.lang.Object.wait', 'java.util.concurrent.locks.ReentrantLock.unlock', 'java.lang.Thread.sleep', 'java.lang.Thread.start', 'java.util.Collections.synchronizedList']",2,2
How can I check if multiplying two numbers in Java will cause an overflow,['java.lang.Math.multiplyExact'],"['java.lang.Integer.parseInt', 'java.lang.Math.addExact', 'java.lang.Math.incrementExact', 'java.lang.Math.decrementExact', 'java.lang.Math.negateExact', 'java.lang.Math.subtractExact', 'java.lang.Math.toIntExact', 'java.lang.Math.multiplyExact', 'java.math.BigDecimal.divide', 'java.lang.Integer.valueOf']",8,8
How do I properly load a BufferedImage in java,['javax.imageio.ImageIO.read'],"['java.awt.image.Raster.createInterleavedRaster', 'java.awt.image.BufferedImage.setRGB', 'java.awt.image.BufferedImage.getColorModel', 'java.awt.image.ColorModel.getColorSpace', 'java.awt.image.Raster.createRaster', 'java.awt.Graphics.drawImage', 'javax.imageio.ImageIO.read', 'java.awt.Image.getScaledInstance', 'java.lang.ClassLoader.getSystemResource', 'java.awt.Component.repaint']",7,7
How can I iterate over the elements in Hashmap,"['java.util.HashMap.values', 'java.util.HashMap.keySet']","['java.util.Iterator.next', 'java.util.Map.entrySet', 'java.util.Iterator.remove', 'java.util.ArrayList.get', 'java.util.List.get', 'java.util.ArrayList.set', 'java.util.stream.Collectors.toMap', 'java.util.Collections.synchronizedList', 'java.util.Map.Entry.getValue', 'java.util.Map.computeIfAbsent']",-1,9
How to ensure order of processing in java8 streams,"['java.util.stream.Stream.forEachOrdered', 'java.util.stream.Stream.iterate', 'java.util.stream.BaseStream.unordered', 'java.util.stream.Stream.forEach', 'java.util.stream.Stream.generate', 'java.util.stream.package-summary.Ordering']","['java.util.stream.Stream.of', 'java.util.stream.Stream.flatMap', 'java.nio.file.Files.lines', 'java.util.stream.Stream.distinct', 'java.util.stream.Stream.forEach', 'java.util.regex.Pattern.splitAsStream', 'java.util.concurrent.Executors.newWorkStealingPool', 'java.util.stream.Collectors.toList', 'java.util.stream.Stream.collect', 'java.util.List.spliterator']",5,4
How do I get a UTC Timestamp from Calendar,['java.util.Calendar.getTime'],"['java.util.Date.toString', 'java.util.Calendar.getTime', 'java.sql.Timestamp.getTime', 'java.util.Calendar.getInstance', 'java.sql.Timestamp.valueOf', 'java.time.Instant.now', 'java.text.DateFormat.setTimeZone', 'java.util.TimeZone.getAvailableIDs', 'java.sql.PreparedStatement.setTimestamp', 'java.text.DateFormat.format']",2,1
"How can I get the size of an array, a Collection, or a String in Java","['java.util.Collection.size', 'java.lang.String.length', 'java.util.Map.size']","['java.lang.Integer.valueOf', 'java.util.Arrays.toString', 'java.util.Arrays.asList', 'java.util.List.subList', 'java.lang.String.toCharArray', 'java.util.Collections.sort', 'java.lang.String.valueOf', 'java.util.Arrays.deepToString', 'java.lang.Byte.parseByte', 'java.lang.Integer.parseInt']",-1,8
Raising a number to a power in Java,['java.lang.Math.pow'],"['java.lang.Math.pow', 'java.math.BigDecimal.pow', 'java.lang.Integer.parseInt', 'java.math.BigDecimal.divide', 'java.lang.Character.forDigit', 'java.util.Collections.shuffle', 'java.lang.Math.round', 'java.util.Collections.max', 'java.lang.Double.isInfinite', 'java.lang.Integer.valueOf']",1,1
How to Find the Default Charset/Encoding in Java,['java.nio.charset.Charset.defaultCharset'],"['java.lang.String.getBytes', 'java.nio.charset.Charset.defaultCharset', 'java.nio.charset.Charset.availableCharsets', 'java.util.Base64.getEncoder', 'java.net.URLEncoder.encode', 'java.io.InputStreamReader.getEncoding', 'javax.security.cert.Certificate.getEncoded', 'java.nio.file.Files.write', 'java.io.DataOutputStream.writeUTF', 'java.lang.String.format']",2,2
Escaping Shell Commands In java,['java.lang.Runtime.exec'],"['java.lang.Runtime.exec', 'java.lang.ProcessBuilder.command', 'java.lang.String.replaceAll', 'java.lang.Process.getOutputStream', 'java.util.regex.Pattern.quote', 'java.lang.Process.getInputStream', 'java.lang.Process.getErrorStream', 'java.lang.ProcessBuilder.start', 'java.lang.Process.waitFor', 'java.util.regex.Matcher.replaceAll']",1,1
adding comment in .properties files,['java.util.Properties.store'],"['java.util.Properties.store', 'java.lang.System.getProperties', 'java.lang.System.getProperty', 'java.util.Properties.load', 'java.lang.ClassLoader.getResourceAsStream', 'java.util.Scanner.hasNextLine', 'java.lang.ClassLoader.getResource', 'java.lang.System.setProperty', 'java.lang.Class.getResourceAsStream', 'java.lang.Class.forName']",1,1
How to obtain the start time and end time of a day,['java.time.LocalDate.atStartOfDay'],"['java.time.Period.between', 'java.time.LocalDate.ofEpochDay', 'java.time.LocalDate.of', 'java.time.LocalDate.atStartOfDay', 'java.time.LocalDate.now', 'java.time.LocalDateTime.now', 'java.time.ZonedDateTime.with', 'java.util.GregorianCalendar.getWeekYear', 'java.util.Calendar.getActualMaximum', 'java.util.Calendar.getFirstDayOfWeek']",4,5
Checking if a number is an Integer in Java,['java.lang.Integer.parseInt'],"['java.lang.Integer.parseInt', 'java.lang.Integer.valueOf', 'java.util.Arrays.equals', 'java.lang.Math.abs', 'java.util.Scanner.hasNextInt', 'java.lang.String.contains', 'java.lang.Double.valueOf', 'java.lang.Double.parseDouble', 'java.lang.Long.parseLong', 'java.lang.Object.hashCode']",1,2
Reading a plain text file in Java,"['java.nio.file.Files.readAllBytes', 'java.nio.file.Files.readAllLines', 'java.io.BufferedReader.readLine', 'java.nio.file.Files.lines']","['java.nio.file.Files.readAllBytes', 'java.nio.file.Files.readAllLines', 'java.io.BufferedReader.readLine', 'java.nio.file.Files.lines', 'java.io.BufferedReader.read', 'java.io.InputStream.read', 'java.io.Reader.read', 'javax.swing.text.JTextComponent.read', 'java.io.PrintWriter.print', 'java.lang.Class.getResourceAsStream']",1,4
How to insert NULL in mysql especially INT dataType,['java.sql.PreparedStatement.setNull'],"['java.sql.PreparedStatement.setInt', 'java.sql.PreparedStatement.setNull', 'java.sql.PreparedStatement.setTimestamp', 'java.sql.PreparedStatement.setTime', 'java.sql.DatabaseMetaData.getColumns', 'java.sql.PreparedStatement.setObject', 'java.sql.ResultSet.getInt', 'java.sql.Statement.executeBatch', 'java.sql.PreparedStatement.executeUpdate', 'java.sql.ResultSet.wasNull']",2,2
How do I schedule a task to run once,"['index.java', 'java.util.concurrent.ScheduledExecutorService.schedule', 'java.util.concurrent.Future.cancel']","['java.util.concurrent.Executors.newScheduledThreadPool', 'java.util.concurrent.Executors.newSingleThreadScheduledExecutor', 'java.util.concurrent.ExecutorService.shutdownNow', 'java.util.concurrent.Future.cancel', 'java.util.TimerTask.cancel', 'java.util.concurrent.ScheduledExecutorService.scheduleWithFixedDelay', 'java.util.concurrent.ScheduledExecutorService.scheduleAtFixedRate', 'java.util.concurrent.ExecutorService.awaitTermination', 'java.util.concurrent.ExecutorService.shutdown', 'java.util.concurrent.ThreadPoolExecutor.getQueue']",4,5
How to change JFrame icon,"['java.awt.Window.setIconImages', 'javax.swing.JFrame.setIconImage']","['javax.swing.AbstractButton.setSelectedIcon', 'javax.swing.JFrame.setDefaultLookAndFeelDecorated', 'javax.swing.JFrame.setIconImage', 'javax.swing.AbstractButton.setIcon', 'java.awt.TrayIcon.setImage', 'javax.swing.JOptionPane.showMessageDialog', 'java.awt.Window.setIconImages', 'java.awt.Component.setBounds', 'javax.swing.SwingUtilities.invokeLater', 'javax.swing.AbstractButton.setContentAreaFilled']",3,4
How do I print a double value without scientific notation using Java,"['java.util.Formatter.syntax', 'java.lang.Double.toString']","['java.lang.Double.toString', 'java.math.BigDecimal.toString', 'java.lang.Double.parseDouble', 'java.lang.Double.valueOf', 'java.math.BigDecimal.toEngineeringString', 'java.math.BigDecimal.toPlainString', 'java.lang.Math.floor', 'java.math.BigDecimal.valueOf', 'java.lang.String.format', 'java.lang.Float.toString']",1,1
Java Wait for thread to finish,['java.lang.Thread.join'],"['java.lang.Thread.join', 'java.util.concurrent.ExecutorService.awaitTermination', 'java.util.concurrent.ExecutorService.shutdown', 'java.util.concurrent.CountDownLatch.await', 'java.lang.Process.waitFor', 'java.util.concurrent.CountDownLatch.countDown', 'java.lang.Thread.currentThread', 'javax.swing.SwingWorker.execute', 'java.util.concurrent.Future.get', 'java.util.concurrent.Executors.newFixedThreadPool']",1,1
Calendar date to yyyy-MM-dd format in java,['java.util.Date.toString'],"['java.text.DateFormat.format', 'java.util.Date.toString', 'java.time.OffsetDateTime.parse', 'java.time.LocalDate.parse', 'java.sql.Timestamp.valueOf', 'java.time.ZonedDateTime.toString', 'java.time.YearMonth.parse', 'java.sql.Date.toLocalDate', 'java.util.Date.before', 'java.util.Date.after']",2,2
Checking if a class is java.lang.Enum,['java.lang.Class.isEnum'],"['java.lang.Class.isAssignableFrom', 'java.lang.Class.forName', 'java.util.EnumSet.noneOf', 'java.lang.Enum.valueOf', 'java.lang.Class.newInstance', 'java.lang.Class.cast', 'java.lang.Class.getMethod', 'java.lang.Object.hashCode', 'java.lang.Class.getEnumConstants', 'java.util.EnumSet.allOf']",-1,2
How can I read input from the console using the Scanner class in Java,"['java.util.Scanner.next', 'java.util.Scanner.nextLine']","['java.util.Scanner.next', 'java.util.Scanner.nextLine', 'java.io.BufferedReader.read', 'java.lang.System.console', 'java.lang.Class.forName', 'java.io.BufferedReader.readLine', 'java.lang.Integer.parseInt', 'java.lang.Class.getResource', 'java.util.stream.Stream.mapToInt', 'java.util.List.toArray']",1,3
How can I shuffle a specific range of an ArrayList,"['java.util.List.subList', 'java.util.Collections.shuffle']","['java.util.Collections.shuffle', 'java.util.Collections.sort', 'java.util.Collections.reverseOrder', 'java.util.Arrays.sort', 'java.util.Arrays.fill', 'java.util.List.subList', 'java.util.Collections.reverse', 'java.util.Arrays.asList', 'java.lang.Class.getMethods', 'java.util.Collections.max']",1,1
"BigDecimal, precision and scale","['java.math.BigDecimal.scale', 'java.math.BigDecimal.precision']","['java.math.BigDecimal.divide', 'java.math.BigDecimal.scale', 'java.math.BigDecimal.setScale', 'java.math.BigDecimal.valueOf', 'java.math.BigDecimal.scaleByPowerOfTen', 'java.math.BigDecimal.movePointRight', 'java.math.BigDecimal.movePointLeft', 'java.math.BigDecimal.toPlainString', 'java.math.BigDecimal.equals', 'java.math.BigDecimal.stripTrailingZeros']",2,3
How to compare two object arrays in Java,"['java.util.Arrays.deepEquals', 'java.util.Arrays.equals']","['java.util.Arrays.equals', 'java.util.Arrays.deepEquals', 'java.lang.String.equals', 'java.lang.Double.compare', 'java.lang.Object.equals', 'java.util.Collections.sort', 'java.util.Arrays.toString', 'java.util.Arrays.sort', 'java.lang.System.arraycopy', 'java.util.Arrays.deepToString']",1,1
how to detect operating system language (locale) from java code,['java.util.Locale.getDefault'],"['java.lang.System.getProperties', 'java.util.Locale.getDefault', 'java.util.Locale.setDefault', 'java.lang.System.getenv', 'java.util.Locale.getLanguage', 'java.util.Locale.toString', 'java.util.Locale.getISO3Language', 'java.util.Locale.getAvailableLocales', 'java.io.File.listRoots', 'java.util.Locale.toLanguageTag']",2,2
How to cast an Object to an int in java,['java.lang.Integer.valueOf'],"['java.lang.Integer.valueOf', 'java.lang.Class.cast', 'java.lang.Integer.parseInt', 'java.lang.Long.intValue', 'java.lang.Long.valueOf', 'java.lang.Short.valueOf', 'java.lang.Double.parseDouble', 'java.lang.Class.isAssignableFrom', 'java.util.Arrays.toString', 'java.lang.reflect.Array.newInstance']",1,2
How to dynamically monitor Java heap size,"['java.lang.Runtime.maxMemory', 'java.lang.Runtime.totalMemory']","['java.lang.management.ManagementFactory.getMemoryMXBean', 'java.lang.System.gc', 'java.lang.Runtime.freeMemory', 'java.awt.Component.getSize', 'java.lang.Runtime.totalMemory', 'javax.swing.plaf.ComponentUI.getMaximumSize', 'java.util.Arrays.copyOf', 'java.util.List.toArray', 'java.lang.Thread.start', 'java.lang.System.arraycopy']",5,5
Create new object using reflection,['java.lang.Class.newInstance'],"['java.lang.Class.newInstance', 'java.lang.Class.getConstructor', 'java.lang.reflect.Constructor.newInstance', 'java.lang.Class.getDeclaredConstructor', 'java.lang.Class.getFields', 'java.lang.reflect.Method.getGenericReturnType', 'java.lang.Class.getDeclaredFields', 'java.lang.Class.getConstructors', 'java.lang.reflect.Constructor.getGenericParameterTypes', 'java.lang.Class.getDeclaredConstructors']",1,1
Sorting a LinkedHashSet,['java.util.Collections.sort'],"['java.util.Collections.sort', 'java.util.Collections.binarySearch', 'java.util.Arrays.sort', 'java.util.Comparator.reverseOrder', 'java.lang.Integer.hashCode', 'java.util.TreeMap.values', 'java.util.Map.entrySet', 'java.util.HashMap.entrySet', 'java.util.LinkedHashMap.removeEldestEntry', 'java.lang.Double.hashCode']",1,1
How to create a generic array,['java.lang.reflect.Array.newInstance'],"['java.lang.reflect.Array.newInstance', 'java.lang.Class.getName', 'java.util.Arrays.deepToString', 'java.util.ArrayList.toArray', 'java.util.Arrays.stream', 'java.util.Arrays.asList', 'java.util.Arrays.toString', 'java.util.ArrayList.set', 'java.lang.System.arraycopy', 'java.lang.Enum.valueOf']",1,1
Deep copy of an object array,['java.lang.Object.clone'],"['java.lang.Object.clone', 'java.util.Collections.copy', 'java.lang.System.arraycopy', 'java.util.Arrays.copyOf', 'java.util.Collections.nCopies', 'java.util.ArrayList.toArray', 'java.util.Arrays.fill', 'java.nio.IntBuffer.wrap', 'java.util.List.subList', 'java.util.Map.putAll']",1,1
How can I divide properly using BigDecimal,['java.math.BigDecimal.divide'],"['java.math.BigDecimal.divide', 'java.math.BigDecimal.valueOf', 'java.math.BigDecimal.doubleValue', 'java.math.BigDecimal.add', 'java.math.BigDecimal.multiply', 'java.math.BigDecimal.compareTo', 'java.math.BigDecimal.equals', 'java.lang.Math.round', 'java.lang.Math.floor', 'java.lang.Math.pow']",1,1
Android - Check whether a value exist in an Array,"['java.util.List.contains', 'java.util.Arrays.asList']","['java.util.Arrays.binarySearch', 'java.lang.Object.equals', 'java.util.Arrays.equals', 'java.lang.Class.getDeclaredMethods', 'java.util.EnumSet.allOf', 'java.util.Arrays.asList', 'java.lang.Class.isInstance', 'java.util.List.isEmpty', 'java.lang.String.contains', 'java.lang.Integer.parseInt']",6,4
How do you escape colon (:) in Properties file,['java.util.Properties.store'],"['java.util.regex.Pattern.quote', 'java.util.regex.Matcher.quoteReplacement', 'java.util.Properties.store', 'java.util.Properties.load', 'java.lang.String.replaceAll', 'java.lang.String.replaceFirst', 'java.util.regex.Matcher.replaceAll', 'java.lang.String.split', 'java.nio.file.Paths.get', 'java.lang.String.replace']",3,2
Always Round UP a Double,['java.lang.Math.ceil'],"['java.lang.Math.ceil', 'java.lang.Math.round', 'java.math.BigDecimal.valueOf', 'java.math.BigDecimal.divide', 'java.math.BigDecimal.setScale', 'java.lang.Double.parseDouble', 'java.lang.Double.toString', 'java.lang.Math.floor', 'java.lang.Double.valueOf', 'java.text.DecimalFormat.setRoundingMode']",1,3
Java 8 streams: process every possible pair of elements from list,['java.util.stream.Stream.flatMap'],"['java.util.stream.Stream.of', 'java.util.stream.Stream.flatMap', 'java.util.stream.Stream.iterate', 'java.util.stream.Stream.map', 'java.util.stream.Stream.mapToLong', 'java.util.stream.IntStream.boxed', 'java.util.stream.Collectors.toList', 'java.util.stream.Collectors.mapping', 'java.util.stream.Collectors.groupingBy', 'java.util.regex.Pattern.splitAsStream']",2,2
Getting the IP address of the current machine using Java,"['java.net.NetworkInterface.getNetworkInterfaces', 'java.net.InetAddress.getLocalHost', 'java.net.InetAddress.getByName']","['java.net.InetAddress.getByName', 'java.net.NetworkInterface.getNetworkInterfaces', 'java.net.InetAddress.getLocalHost', 'java.net.InetAddress.getHostAddress', 'java.net.InetAddress.getHostName', 'java.net.InetSocketAddress.getAddress', 'java.rmi.server.RemoteServer.getClientHost', 'java.rmi.registry.LocateRegistry.getRegistry', 'java.net.InetAddress.getCanonicalHostName', 'java.net.InetAddress.getAllByName']",1,1
how to compare the Java Byte[] array,"['java.util.Arrays.deepEquals', 'java.util.Arrays.equals']","['java.util.Arrays.deepEquals', 'java.util.Arrays.equals', 'javax.xml.bind.DatatypeConverter.printHexBinary', 'org.omg.CORBA.portable.InputStream.read', 'java.lang.String.getBytes', 'java.util.Arrays.toString', 'java.lang.String.equals', 'java.util.Arrays.copyOf', 'java.util.Arrays.binarySearch', 'java.lang.String.charAt']",1,8
Best approach to converting Boolean object to string in java,['java.lang.String.valueOf'],"['java.lang.String.valueOf', 'java.lang.Boolean.valueOf', 'java.lang.StringBuilder.append', 'java.lang.String.toCharArray', 'java.lang.Integer.toString', 'java.util.Arrays.toString', 'java.lang.Double.toString', 'java.lang.Boolean.parseBoolean', 'java.lang.Character.toString', 'java.lang.Float.toString']",1,1
java - Safe way to create a Temp file,['java.io.File.createTempFile'],"['java.io.File.createTempFile', 'java.nio.file.Files.createTempDirectory', 'java.nio.file.Files.copy', 'java.io.File.createNewFile', 'java.nio.file.Files.createDirectories', 'java.io.File.mkdir', 'java.io.File.renameTo', 'java.io.File.mkdirs', 'java.nio.file.Files.createDirectory', 'java.nio.file.Files.deleteIfExists']",1,1
Access static final variable using reflection,['java.lang.reflect.Field.get'],"['java.lang.reflect.Field.get', 'java.lang.Class.getDeclaredClasses', 'java.lang.reflect.Field.set', 'java.lang.reflect.Method.invoke', 'java.lang.reflect.Modifier.isPrivate', 'java.lang.Class.getDeclaredField', 'java.lang.reflect.Field.getType', 'java.lang.Class.getDeclaredMethod', 'java.lang.Class.getField', 'java.lang.Class.getMethod']",1,2
How to iterate through ArrayList of objects,['java.util.ArrayList.get'],"['java.util.List.listIterator', 'java.util.HashMap.values', 'java.util.Collections.synchronizedList', 'java.util.HashMap.keySet', 'java.util.ArrayList.toArray', 'java.util.Arrays.asList', 'java.util.List.get', 'java.util.Collections.sort', 'java.util.List.equals', 'java.util.List.remove']",-1,9
#Call return statement or System.exit on try or catch block,['java.lang.System.exit'],"['java.lang.System.exit', 'java.lang.Runtime.halt', 'java.lang.Thread.setDefaultUncaughtExceptionHandler', 'java.util.concurrent.locks.Lock.lock', 'java.lang.Runtime.addShutdownHook', 'java.lang.Integer.parseInt', 'java.lang.System.setSecurityManager', 'java.util.Scanner.nextInt', 'javax.swing.JOptionPane.showInputDialog', 'java.text.SimpleDateFormat.parse']",1,1
How to replace all characters in a user input string except one,['java.lang.String.replaceAll'],"['java.lang.String.replaceAll', 'java.lang.String.replace', 'java.lang.StringBuilder.replace', 'java.lang.String.toCharArray', 'java.lang.String.equals', 'java.util.Scanner.nextDouble', 'java.lang.String.replaceFirst', 'java.lang.String.indexOf', 'java.util.regex.Matcher.appendReplacement', 'java.util.regex.Pattern.quote']",1,2
How can I run my haskell functions through Java,['java.lang.Runtime.exec'],"['java.lang.Runtime.getRuntime', 'java.lang.Runtime.exec', 'java.lang.Process.getOutputStream', 'java.lang.System.exit', 'java.lang.Process.getInputStream', 'java.lang.Process.exitValue', 'java.lang.System.0oTime', 'java.sql.CallableStatement.registerOutParameter', 'java.util.stream.IntStream.flatMap', 'java.lang.Enum.valueOf']",2,2
How can I exchange the first and last characters of a string in Java,"['java.lang.String.replace', 'java.lang.String.substring']","['java.lang.Integer.toString', 'java.lang.String.charAt', 'java.lang.Byte.parseByte', 'java.lang.Short.parseShort', 'java.lang.String.toCharArray', 'java.lang.CharSequence.charAt', 'java.lang.String.lastIndexOf', 'java.lang.String.replaceAll', 'java.lang.StringBuffer.setLength', 'java.lang.StringBuilder.append']",-1,10
Getting User input with Scanner,"['java.lang.Integer.parseInt', 'java.util.Scanner.nextInt', 'java.util.Scanner.next']","['java.util.Scanner.next', 'java.util.Scanner.nextLine', 'java.util.Scanner.nextInt', 'java.util.Scanner.useDelimiter', 'java.io.BufferedReader.read', 'java.io.BufferedReader.readLine', 'java.lang.Integer.parseInt', 'java.io.Reader.read', 'java.lang.String.split', 'java.util.StringTokenizer.countTokens']",1,1
How to get generic type information from getAnnotatedParameterTypes() in Java 8,"['java.lang.reflect.Executable.getAnnotatedParameterTypes', 'java.lang.reflect.Method.getGenericParameterTypes']","['java.lang.reflect.Method.invoke', 'java.lang.reflect.Field.getGenericType', 'java.lang.Class.getGenericInterfaces', 'java.lang.reflect.Method.getGenericParameterTypes', 'java.lang.reflect.ParameterizedType.getActualTypeArguments', 'java.lang.Class.getMethod', 'java.lang.Class.forName', 'java.lang.Class.isInstance', 'java.lang.Object.getClass', 'java.lang.Class.getDeclaredMethods']",4,4
getting file creator/owner attributes in Java,['java.nio.file.Files.getOwner'],"['org.w3c.dom.Element.getAttribute', 'org.w3c.dom.Node.getAttributes', 'java.nio.file.Files.setAttribute', 'org.w3c.dom.Node.getNodeValue', 'java.lang.System.getProperties', 'java.nio.file.Files.getAttribute', 'org.w3c.dom.Node.getChildNodes', 'java.nio.file.Files.getOwner', 'javax.swing.text.html.parser.Element.getAttributes', 'java.util.jar.JarFile.entries']",8,5
Is there any way to find os name using java,"['java.lang.System.getProperties', 'java.lang.System.getProperty']","['java.lang.System.getProperties', 'java.lang.System.getProperty', 'java.lang.Class.forName', 'java.util.Locale.getDefault', 'java.lang.Class.getResourceAsStream', 'java.lang.Class.getResource', 'java.awt.im.InputContext.selectInputMethod', 'java.util.Locale.getAvailableLocales', 'java.net.InetAddress.getLocalHost', 'java.lang.Runtime.addShutdownHook']",1,1
Interrupt java thread running nashorn script,"['java.lang.Thread.interrupted', 'java.lang.Thread.stop']","['java.lang.Thread.isInterrupted', 'java.lang.Thread.interrupted', 'java.lang.Thread.interrupt', 'java.lang.Thread.join', 'java.util.concurrent.locks.Lock.lockInterruptibly', 'java.util.concurrent.ExecutorService.shutdownNow', 'java.lang.Object.wait', 'java.lang.Thread.currentThread', 'java.lang.Thread.stop', 'java.lang.Thread.start']",2,2
Java - parse binary to long,['java.lang.Long.parseLong'],"['java.lang.Long.parseLong', 'org.omg.CORBA.portable.OutputStream.write', 'java.lang.Integer.parseInt', 'java.lang.Long.toBinaryString', 'java.lang.Long.valueOf', 'java.lang.Long.bitCount', 'java.lang.Long.toHexString', 'java.lang.Byte.parseByte', 'java.lang.Integer.toBinaryString', 'java.lang.Long.parseUnsignedLong']",1,6
How cancel the execution of a SwingWorker,['javax.swing.SwingWorker.cancel'],"['javax.swing.SwingWorker.execute', 'javax.swing.SwingWorker.cancel', 'java.util.concurrent.ScheduledThreadPoolExecutor.shutdownNow', 'java.util.concurrent.Future.cancel', 'java.util.concurrent.ScheduledExecutorService.scheduleAtFixedRate', 'java.util.concurrent.ThreadPoolExecutor.shutdown', 'java.util.concurrent.Executors.newScheduledThreadPool', 'java.util.concurrent.ScheduledExecutorService.schedule', 'java.lang.Thread.currentThread', 'java.util.Timer.schedule']",2,4
What is the fastest way to copy a double[] in Java,['java.lang.System.arraycopy'],"['java.lang.System.arraycopy', 'java.lang.String.valueOf', 'java.util.Arrays.copyOf', 'java.lang.Double.valueOf', 'java.lang.StringBuilder.append', 'java.lang.Math.abs', 'java.util.Arrays.sort', 'java.lang.Integer.valueOf', 'java.util.Arrays.binarySearch', 'java.lang.Math.round']",1,4
java explode a line/string like php explode,['java.lang.String.split'],"['java.lang.String.split', 'java.lang.Integer.parseInt', 'java.nio.file.Files.lines', 'java.util.regex.Pattern.quote', 'java.nio.file.Files.write', 'java.lang.System.lineSeparator', 'java.lang.String.startsWith', 'java.nio.file.Files.readAllLines', 'java.io.BufferedReader.readLine', 'java.lang.Class.getResourceAsStream']",1,1
